#Chr,start,end,gene_id,NC012,NC013,NC026,NC028,NC032,NC033,NC034,NC035,NC036,NC040,NC041,NC042,NC043,NC048,NC050,NC054,NC055,NC056,NC057,NC059,NC063,NC064,NC067,NC068,NC069,NC070,NC073,NC079,NC080,NC081,NC085,NC086,NC087,NC089,NC090,NC091,NC093,NC094,NC095,NC096,NC101,NC102,NC103,NC104,NC105,NC106,NC107,NC108,NC112,NC114,NC116,NC123,NC124,NC126,NC129,NC130,NC131,NC132,NC143,NC144,NC147,NC149,NC151,NC153,NC157,NC158,NC163,NC165,NC173,NC194,NC195,NC203,NC206,NC225,NC231,NC232,NC243,NC244,NC250,NC251,NC253,NC258,NC264,NC267,NC270,NC282,NC283,NC284,NC288,NC290,NC292,NC308,NC309,NC311,NC313,NC317
chr1,17435,17436,ENSG00000278267,0.61613312498435,-0.0381279047844125,0.0574539468315691,0.408298654088781,-0.604749808336421,-1.25193647130178,-1.12382200130583,-0.434916454299789,0.919583572917422,-1.38619805979216,0.419923932859653,-0.0175126767404512,-0.389249221587972,-0.701763010903631,0.626506247008707,-0.0400842039204312,0.0727992328982974,0.413971188593017,0.859691026471465,-0.0017104539215137,1.10472905289789,1.14647098764307,0.384772231992586,0.647558553089195,0.145986858351394,0.0758212216966237,0.647257233360947,-0.202059736277001,-0.395230718909559,0.443347759075858,0.053456745414031,0.097077938775856,1.16073072787673,-1.02627843873409,0.340234505349549,0.394086110135289,-1.37668103257733,0.455241059128349,0.615640825400265,0.86406017766368,-0.472838802453884,0.391622549176892,1.09770932205664,-0.54280744264027,0.293639608315532,0.329294120785242,0.621459522291322,1.48720066815577,-0.459219761945793,0.994791809795172,-0.380653198373326,0.366940114870891,-0.0259040434813072,1.69689941684916,1.47985684677371,0.576338096336395,0.438679776961653,0.375316820744936,-0.85886627574024,0.115590295693165,0.166269636018897,0.910176399787908,-0.185377984275674,0.199234120542488,-2.00279752925837,-0.175360850393697,0.818459174264559,0.369031855783528,-0.49426216778182,0.266194578410126,0.231496214782269,1.04972970026855,1.01981800012652,-0.132334475001267,-1.37983949826537,0.468834899255225,0.312315219276735,0.767592216195065,-0.438769455437649,-0.895241505805166,-1.5993992210914,-2.00522429487795,0.321307657134658,0.520665929500701,-1.8185208338441,-2.19669491778625,-0.25860728529517,-2.22193688755615,-0.812666273045591,-0.0688798013601637,-1.93919448887339,-0.472565568853228,-0.654707063004385,0.241128238717542,0.243308985794059,0.111573408625227
chr1,29569,29570,ENSG00000227232,0.0702678092442799,-0.368421598281728,0.219131617120226,0.168251975967668,-0.818459174264559,-1.35515048022466,-1.10517897079312,-0.650172459434883,0.176353483088577,-1.22942779565188,0.742356035892242,0.505336512290687,-0.5755689402471,-0.590629818676545,0.508670874823122,0.367375761545374,0.55018376360423,0.287097889669035,1.30638516420708,-0.0722275809067691,1.1192390262451,1.21277652697119,-0.445505468818292,0.347579544358252,-0.13644392741188,0.509598089591781,-0.495551029595237,-0.00716767431142021,0.931961116643539,1.15690511390724,0.074350980201246,-0.192508866846628,0.135704057922028,-0.476302827210071,1.01380826954238,-0.0976507986922763,-0.490033096270091,0.528891692998834,1.14930425477186,0.327488907202399,-0.122562829774503,0.693555502670285,0.960637707309074,-0.802059954908184,0.646554382401205,-0.287607189224077,0.76595293770368,0.631867290439845,-0.983764090836295,0.738499105725719,-0.788983154696445,-0.0987147665639957,-0.556734005465098,1.4762146745719,0.666764100591187,0.580960222875802,-0.166682569371395,-0.408918444748763,-1.33661451938896,0.176849864544193,0.0480740978184082,0.692312883430129,-0.287776972315313,1.69278955215679,-0.553028778252946,0.817207406453614,0.754643295861866,0.0461171249019432,-0.12518931014385,0.76115621128602,-0.00904108948976961,1.04381304976437,1.07464315095246,-1.42783710898391,-1.19812280482858,0.268220429240223,-0.74633164489189,0.900238200093788,0.0260669987838112,-0.250362447667459,-0.775489672701379,0.812439656473029,0.300960842405862,0.0891429319278578,-1.50820197017119,-2.76162658726729,-0.371910640389744,-1.51921507816387,-0.315823507288537,0.0479925536562401,-1.74524447052573,-1.07145641821876,-1.02641636036506,0.453886331801175,0.737857352294725,-0.0348677267593543
chr1,133722,133723,ENSG00000238009,0.625812616702619,0.157604470176078,-0.458948256419197,-0.186952588094319,-0.611413184485527,-0.0140913417644356,0.0772916271062775,0.331788801499721,-0.226228689354011,-0.243728492599122,1.58179585333176,0.602990470913826,0.771973748748401,1.31214275033154,-0.651984691650329,0.0843192601931405,-1.28136643527745,0.5411094153271,0.255913187277744,-0.261387541408009,2.63754176296263,1.15738238958115,0.968158796982837,0.0996151343131683,0.182727056422611,-0.353208997823326,0.978229139870756,0.114688385473622,2.20310530505979,0.584145143975664,1.15913466029134,0.268135996865284,-1.72831501365641,-1.02710626159777,0.308725344261117,0.861460321788819,0.915241261380126,-0.631966740011428,-0.366330326481039,0.0304670678001431,-2.17105667217313,-1.29801822532525,-1.20752533459753,0.00195480477351998,-0.114114491222838,2.28261104112445,0.836814235557354,-1.48744684671343,-0.967378215953322,-0.0925779898184357,1.08941537238243,1.01817533563864,0.102071095381418,0.563021881812255,2.80887025361914,-1.94672401389453,-1.58407664055654,-0.105756196380859,1.62631330916173,0.477306636991558,0.796566773712693,0.714006119199236,-0.100679309469874,-2.0101135582056,0.0292447708771694,1.16457340537606,-0.558351496556782,0.227398703069344,1.32144641348884,0.204637439181107,-1.1605709880599,-0.280568434216294,-0.536024654984174,-0.188196023682993,0.0539461514782581,-3.00773718235573,-1.51921507816387,1.68566534059547,-1.54664184107503,-2.20588055677804,0.0254966582249748,-1.80589847196813,0.0948686329407203,-0.599282425476808,0.00700476992716094,-0.52122565298154,-0.25902840721949,-0.734759816037665,-0.227398703069344,0.547532428884877,-0.955353694003431,-0.426515954008777,1.30581178342866,-0.475755496887493,0.760721014073402,-1.44405105618718
chr1,135894,135895,ENSG00000268903,-0.764097573365531,-1.00189734245167,0.254398574263577,0.546681031803118,-1.05639458861482,-0.905993913650234,0.333252160121444,0.317964613850984,-0.0030136600015929,0.0681450275465226,-0.0262299547785127,-0.22205258403962,0.54772168212588,-0.180739703901964,-0.0857906757221718,1.21686505142215,0.289899962773672,0.783767956189122,-0.255155807603046,0.881103919611967,0.832659918652708,1.34321026336666,0.883748775312742,-1.16891707562944,1.39995359993394,-1.5033934614459,-1.38026166828379,0.805097173372348,-0.148621695355122,0.0696962603434602,0.290409674604617,0.899261472715558,-1.87497545205909,-1.96156491796263,-0.645350237439803,-1.598814164017,-0.970243236285869,0.292534287918832,-0.500807076361257,0.0897153674414799,-1.75732333091023,-0.379252449885933,0.244987270728006,0.763661399281329,-0.56875750798196,0.0369867981514138,-1.11513435520241,-0.00798219917241144,-1.10923834195916,1.8245117872104,1.49937098386235,-0.748701120786117,0.496748567346539,1.06482816715335,0.61948473426212,0.828175564067625,1.25461598827816,0.59092075695741,-1.80216728485516,1.5973539106923,-0.855220806733623,-0.7448259761985,-0.934983286037191,-0.109278856772276,-2.37710271796785,-0.723602991243861,0.703118139884096,0.197323577582001,-0.407679020233167,0.817093672879668,0.503578974681485,-0.501361147596838,0.732308153830841,-1.16923970701863,0.243225089573439,-0.0311189779885632,-0.148209934518764,1.12244463301633,-0.300705181064922,-0.681176928000656,-1.07319328499338,-2.39106998819045,-0.895971331726955,1.24236382647119,0.190932609355589,0.0848097115950558,0.305480788099397,0.766936257500545,-0.221134362876479,1.83757468763683,-1.59998482613986,-0.203972096033834,0.655211738160367,1.97512951221923,2.34281420004324,-1.75465914640467
chr1,137964,137965,ENSG00000269981,-0.287437414423087,-1.55150857586804,0.301216523419935,0.497117183787083,-1.94780871671745,-1.91929352193728,0.211046046724284,0.592570353403561,0.763225370433685,0.794219901041348,-0.378989892449789,0.560351593175519,0.138746223191976,0.0858724264463327,-0.3926780691201,1.05100234197087,0.529547546868934,1.12504812103319,0.128063012889706,0.366678760295178,-0.0697779087881616,0.725297238634192,0.446765090707031,-0.00627170243597729,1.04409396635194,-0.833812451782186,-0.86110624709932,-0.375841234206581,-1.01981800012652,0.529360136817045,0.126174461999978,1.414200621066,-0.177098071605878,-1.4889258146392,-0.49868455827821,-0.288541098970656,-0.340407117547705,0.481966974738481,-0.214795336843655,-0.187367034412732,-3.52566509205701,0.534520722886968,-0.7507508741028,1.58579265439127,-0.461030665367049,1.31716808002844,0.290664558808437,0.573935612707456,-1.7512519628123,1.98613186412249,0.728267193450937,-0.279043801651182,0.943719994317547,1.75961688686923,1.44590192614778,0.707609724396464,1.34401372712263,1.30200016795707,-0.185792308982652,1.27491434435964,-0.897066966328923,-1.01735503279512,-0.150186616977208,0.301386988368586,-1.67596564121295,0.0228894899000069,0.807690303282571,-0.112311067340466,-0.88050367532294,1.25265012993592,-0.0797426757800933,-0.357112868530805,0.751290807184654,-2.55691440677207,0.230826969562097,0.0977326384348645,-0.310006983399801,1.42423466248319,-0.59082377197395,-0.677791118745521,-1.08735356383505,-0.800039246975828,-0.140720204626976,1.35128427695011,0.120347395154844,-0.283958848554784,-0.0138469674806554,-0.520292871125776,0.209713683137594,1.26415655072049,-0.426694372935232,0.00904108948976975,-0.701554643918503,1.68364548313204,2.12837197208363,-0.515170625569146
chr1,140338,140339,ENSG00000239906,0.165691576935664,-0.129459191577204,-0.946775779321408,1.29030272049338,-2.91064603354061,-1.36088523773422,-1.03208805472291,-0.136279505529109,-0.43223213595267,-1.41553027322485,-0.0541908593485391,-0.0788439030861892,-0.668799993832208,0.594999164835946,-0.16552642737484,0.0867717224118185,0.442718816128175,2.08278843970596,0.177098071605878,-0.265350796702064,0.507744097166603,0.0701045072242123,-0.667476348471899,0.244819411257378,-1.07189033177668,-0.170813478476791,0.655211738160367,0.456325442750796,0.184632279939616,-0.483431196463389,0.403522658597792,1.25515297370293,-0.611904208108803,-0.179746295759519,-1.14161292967254,-0.658647968646184,-1.17669408910802,0.394790423566895,-0.0396766291982148,0.494998559569414,-1.06382361602191,0.933848973019605,1.59010324198418,0.0492972989161221,0.906239503303212,0.625812616702619,1.11377029947472,1.35576278781758,-1.25964199820024,2.03595702313985,0.783989444813291,0.149445292700468,0.580670977085628,1.69347254518942,1.34060497589752,0.868327133753975,1.30945047454448,1.44520726966455,0.10534667070083,2.08564755263218,0.409892719073037,0.500714746105529,0.0631658432986748,-1.25175815624139,-0.172053316604965,0.407148030062875,0.107476398746256,0.0576171169765285,-0.188693479295472,0.567321853744496,0.545262916385713,0.819256421903705,0.38319396214018,-0.717794777010807,1.3167803346638,0.147880543944626,0.408918444748763,0.608078121526128,-0.132087979600396,0.0202010103183938,0.0411439295308499,0.502839424271097,-0.120675570158681,1.1572232683998,0.451359732150027,-0.932464220051868,0.896945175983529,-1.12489476357678,-1.19064325380212,-0.549236415274082,-0.151504730892536,-1.22856113912371,-0.986940493356574,1.11240831293929,1.36315046992958,-1.80965497110247
chr1,157886,157887,ENSG00000222623,-1.40539949015012,0.241547523787263,0.670022861166209,0.702805303280232,0.13200581625096,0.694073576813755,-0.0115661787525508,0.222136067963523,0.93826696940144,-0.0584329907994146,-0.462117933191644,1.58895086325837,1.47138869997217,0.509598089591781,-1.33027370596019,1.10532899314901,-0.755726553800867,1.0721797196378,-0.628787444430141,-2.40995453604597,0.106329562147257,0.1260102615457,-0.99079198272786,0.763443366714165,1.95162333499888,0.00781929379384178,1.03835154920239,0.0506021281031973,1.40978640538934,0.607098508092386,-0.0203639441229365,0.768905125542346,0.0361717515571954,0.731882227163645,-0.651078308259816,0.363892531915998,0.864296817796263,-0.320021448302234,-2.16763012260829,-0.0169424410900731,-0.388634272707061,0.471199929394189,1.32105647422046,-0.186703935720737,1.28025657475366,0.468380386662141,0.853343714840987,-0.0531304818248978,-0.601623386839488,0.110262164983307,1.14161292967254,-0.0333192741380157,-0.0650430500723637,0.137759435657679,0.918092830376036,0.219548783077267,1.32203169941167,1.10728155222959,0.170730831957884,1.25856231849869,-0.477945675473607,-0.780560678942762,-1.87261882578496,0.149774759993189,-0.5986002638162,-0.969852082944654,-0.0506021281031972,0.96361368622629,-0.979281103140158,-0.356678837346688,-0.935866361884205,-3.48758245265103,0.00904108948976975,-1.75390023360207,0.593347192115747,0.650273082948734,-2.14677077162785,-0.0108330814375464,0.164700747193324,-0.831048227837555,0.0403287519456296,-2.38823905661248,-1.41088738330752,-0.0877528526222657,0.635351756213689,1.30983450430131,1.0883838897613,1.4316851222673,-1.87639444148776,0.466381678686879,0.677073915900526,0.426783587492024,0.37225979303651,0.245574833273006,0.657838745380952,0.331788801499721
chr1,173861,173862,ENSG00000241860,0.171640007935655,-0.0382094142832558,-0.351562315147409,0.935866361884205,0.21879791181304,0.347146967648074,-0.328434361795764,-0.913385545416915,1.05454642187543,-0.0672470205834967,0.0882434493474034,0.103299305903121,-1.41221081838787,-0.910669503972074,0.0210156847905198,0.192674816447079,-0.330670241925608,2.39967970150205,-0.628291253935141,-1.34220715145831,-0.382492815375796,-1.79723107005595,-1.13074105931901,1.61841725851402,-0.0127880216190344,-1.21925944715827,-0.556353631070652,-0.197406629641367,-1.02821112155693,-0.335922478388813,-0.341961084527716,-0.0837470925161123,0.0546802848391329,-1.10233325809067,-2.36225599928425,0.310348839768422,-0.881704481524771,1.62753712406484,-0.705936773862037,0.147715854676383,-1.09949644428208,1.92967240574416,1.92032213769622,-0.479863963873705,0.000325800593855365,-0.00504993057905916,1.79518717568665,0.79690239937251,-0.637745567875398,1.84199949737939,2.16677744872892,0.119362947762471,0.269064858270961,0.37225979303651,0.764861228029383,0.607392330911857,1.03181061656995,0.724767562872383,-0.169491273778026,1.65350031502185,-0.69293405930504,-0.0809683788694138,-1.03807230677383,-1.95217060484211,-0.661382288952431,-0.559398887132875,-0.0178385282283972,0.61396812128443,-0.280992058878638,0.459400784437167,-0.00350236348229277,-0.207299720981354,0.267798286473162,0.37793992370842,0.175774426295615,1.67862567075028,-1.36109087944499,0.51163950668731,-0.770109791148084,-1.2647000307016,-0.597334130471253,0.0942141132074129,-0.0307115325885665,0.683644246496753,0.135128655248476,0.58975730357881,2.2517521883359,0.214378600878964,-0.275235047888194,0.405113629226052,-0.28896568656024,0.0674102905220376,0.292789330087417,1.20365070129033,0.684158794938266,-0.174864598894794
chr1,187957,187958,ENSG00000273874,0.815275370665866,0.289899962773672,0.207965520333471,0.302068935804178,-0.241128238717542,-1.21209707469989,-1.03444949417304,-0.180077412049606,0.748593326195981,0.11272090412051,0.820054190605778,0.164040283910351,-0.517497235436072,-2.02003876828596,0.70197140836152,-0.344034326521166,-0.0203639441229365,0.693244747521977,1.13973960708037,0.352948931728667,1.22890769097468,1.05071938563434,0.422594158768808,0.0937232499082837,-0.0186531653106481,-0.284382879145001,0.470108050314095,0.31633724046597,0.706877565115776,1.30906663780686,1.28025657475366,0.808480595161974,0.656928883802015,-0.546019107964834,0.0229709614629174,-0.306419669547104,-1.5775414205971,0.511361006233917,1.01217559607381,0.986940493356574,-0.950480023345869,1.4791268417171,1.25104529368922,-0.657737622766206,0.612493631276644,1.30181008328466,1.09030042378226,0.994658225851649,-1.96380070103256,1.26036260121801,-0.355116880614418,0.68436466503658,-0.200397415449122,1.58780059076694,0.386790306444861,1.1131647171934,0.349916585204276,0.25372560041456,-0.532267088103456,-0.163049723044596,0.528891692998834,0.608078121526128,0.388546434868412,1.14946192913064,-0.710332502096567,0.158676645377335,-0.243225089573439,0.137430536334374,0.042937417226405,0.483156576024672,0.208714654830255,0.937129166323818,0.295000495461544,-0.0632474563082788,-0.423663092316319,0.27185283938047,-0.389600687034364,0.125599775263603,-0.181816097404884,-0.439845872683721,-0.978754986115901,-2.20680942800431,0.00146610317163403,1.17995560696155,-1.46397547341936,-0.658243303132872,-0.467744231521808,-2.55265622239069,-2.00340311523432,0.331702743733654,-1.88115189657023,0.0879163825114021,-0.733693334115949,0.331874861723065,0.928195332638988,-0.0939686787276669
chr1,195410,195411,ENSG00000279457,-0.137266092249721,0.33058421603344,0.136115087330512,0.0102628986822521,-1.20752533459753,-1.10713120550521,-1.21994484549955,0.346109048345663,-0.209713683137594,-1.67298721386715,1.28749908038593,-0.093150604591076,-1.00176280765327,-1.0354235299923,0.0448941069869809,0.0152317664514618,0.512753905727293,0.919583572917422,1.96156491796263,0.181070879541587,0.396375845721682,0.606902655328009,-0.698017050156782,-0.113212733255888,-0.291174383889542,0.48489645537309,-0.227231539230245,0.230325103500967,0.354596421028388,0.803746383196799,0.952657552466159,0.91697611106623,0.341702032780356,0.329380110062737,0.623535661532325,-1.31118013210352,-0.297298233438839,0.805435100477197,0.572111938872361,0.885917355014985,-0.079334134795635,1.16811102900471,1.07131182518854,-0.787205364883914,0.241128238717542,0.60416315478857,0.11001632797264,1.14317709775618,-1.10338063905115,1.00540163459319,-0.573551522920227,0.456506225499794,-0.531047497780346,1.18322972513222,0.985086384007739,0.665848850001426,0.223388512966707,0.166187052752696,-1.33502428080942,-0.0987147665639957,0.558827507181512,0.389864317703454,0.698224901841302,1.35780749331172,-0.098960313437782,0.234090522503924,0.247002124344796,-0.0780268922839913,0.222803995144403,1.15040857600969,0.0488080097283345,1.03319860265001,0.551416055213298,-1.71292554073001,-1.53940970825658,-0.487921847297854,-0.771534929372316,0.90968351681545,0.374006238166676,-0.567895974964375,-0.542429968133323,-0.898651453524869,0.704892182497748,1.35617127543858,-1.03097877823048,-1.47355614209091,-1.25820275110686,-1.63245692496548,-0.93725552896635,0.110098272903361,-1.146156747946,-1.28377656334924,-0.955868032479851,1.79233826243487,1.44358911086776,-0.423573996045842
