#Chr	start	end	pro_id	NC100	NC101	NC102	NC103	NC104	NC105	NC106	NC107	NC108	NC112	NC114	NC115	NC116	NC121	NC123	NC124	NC126	NC127	NC128	NC129	NC012	NC130	NC131	NC132	NC013	NC141	NC143	NC144	NC147	NC149	NC150	NC151	NC153	NC157	NC158	NC163	NC164	NC165	NC194	NC195	NC201	NC202	NC203	NC206	NC207	NC219	NC224	NC225	NC231	NC232	NC235	NC239	NC243	NC244	NC250	NC251	NC253	NC258	NC025	NC262	NC264	NC267	NC269	NC026	NC270	NC274	NC278	NC281	NC282	NC284	NC285	NC288	NC289	NC028	NC290	NC291	NC292	NC293	NC295	NC298	NC304	NC308	NC309	NC311	NC313	NC315	NC317	NC323	NC329	NC032	NC332	NC333	NC337	NC338	NC033	NC342
chr1	959255	959256	Q9Y3T9	1.04614847493752	0.423850269893827	1.03416867040877	0.100601955810212	1.89245249140475	-0.747690880207604	1.20848807295512	0.433534884163731	-1.1847045119567	0.881175266348604	1.20559795826317	0.238442705628612	-1.1144844418079	-0.908936933470721	-0.523760418956616	-1.53478075154481	-1.46874055902603	-1.14708901365454	0.457153456868777	0.759425861141116	-0.774400277109121	0.527497336425569	-0.156869367785559	-0.768764683351822	-1.43799345322224	1.08637290967015	0.143232613200012	0.411673511737708	-0.143232613200012	1.58337049772395	0.677557486387032	-0.10995297354095	0.341286185183035	-0.416232549058568	0.8798050258326	0.490447214365379	1.02233547601267	-1.07885372578153	-1.29713841715597	1.38998483731583	0.9689074741892	-0.751385475778439	0.300651563125467	-1.29176508941744	-0.76938965280123	-1.13638206585372	0.139006045369475	0.949024698684034	1.58337049772395	1.37427496747377	-1.71752176842847	-0.534993395804983	0.231750778002112	-1.32458495671079	0.367029872912701	0.483641486668556	-0.792729484718935	1.36241731779241	-0.928794233218728	0.999854720204	1.17259775329903	1.47010919181668	0.178088706617965	0.480507940154582	-1.04133861812365	-1.03894270073328	2.01445143192348	0.963716106956406	2.30205892518438	1.60322413416721	0.900535614759042	0.607810855084922	0.891505329048346	-1.43019226862581	1.43019226862581	0.143702388448967	2.31542157342193	1.56728996432913	-1.34040101325129	1.93905288478948	0.676388074547792	0.959286947791589	-0.931660939475998	0.230795641961648	0.402580933013075	0.233661685457775	-1.65766783347046	-1.35772747210794	-1.01374797927824	-0.90612938892239	1.37308049715392	-1.12492798735827	-1.1337256084097	-1.28112889688007	0.250419396705505	-1.24904382602889
chr1	1013496	1013497	P05161	0.667065797805393	-0.727549734689318	1.32570370599049	0.922371880882571	1.59820147741829	-0.327518397909612	1.40980366964414	-0.33980801321254	0.676972664745355	0.270622347439637	-0.880489939444106	-0.437624760090595	0.202235158875814	-0.459735888706224	0.357596202898072	-1.01530377353502	-0.951215317261979	1.18940749100257	-0.914573630432256	-0.986151823445736	-0.347206373888486	0.64974064259661	0.414711913173929	-0.411673511737708	-0.896358708274276	0.0893922624686957	0.488874655851833	0.479464473771318	-1.09989419800727	0.587797054106008	-0.806170257595725	0.197965845345446	-0.73483925696345	-1.09649507442601	0.923795776783899	-1.14082740282714	-0.625807379365312	0.66358487897625	-0.781952897877554	1.11361962398602	-0.608929828964807	0.66648508421946	-1.17259775329903	-0.794003368062139	0.918820295082731	1.19603619766142	-0.100601955810212	-0.904028409000559	-0.779430419668874	-1.0302082427607	-1.04614847493752	2.0588324184862	-1.05179074384634	-0.754472157454238	-0.562560785624205	-0.742168037400411	-0.397543893129444	1.70744795249161	-0.464909985834369	-0.465946296044389	-0.49990825806827	-0.606692641729571	-0.509943718554033	-1.00677705829942	-0.533384579105299	0.914573630432256	-0.938861434264024	-0.701144627517889	-1.11969094930931	0.367029872912701	-1.10758907263455	-1.2633728874017	0.913161736662294	-0.900535614759042	0.319679041681695	-0.983131808554201	-0.925221548130424	1.18658255453302	-0.817158460269917	-0.541442587606134	1.81235496233728	2.23507043614374	1.38269171343854	-1.09904322651065	-1.12755811282748	-0.762531408427666	0.0269712607619343	-0.873659267102832	-0.511003058892464	-0.430982393699031	-0.884608129092858	-0.617909293333731	-0.645726204167365	-0.731189639150684	-0.515246176006661	0.768764683351822
chr1	1020119	1020120	O00468	-0.798472147763518	-0.108082026859282	0.667646736431966	0.147931805863309	0.481551929988114	-0.0781937910189028	-0.366532556159086	-0.679899095076717	-0.544675631292277	0.0996673511592052	0.216017359243964	-0.403085197125675	-0.516839735468018	-0.133374468555309	-0.509943718554033	-1.59156668895112	-2.13868103083787	0.288511897196072	0.369020049409286	2.13412562717272	1.91233064876513	-0.1667623558731	1.8470663443753	0.139475540029061	-0.941031092015825	-0.101536648343886	-0.428432708093368	0.223162051087784	0.930226630771294	-0.532312801359033	-0.100601955810212	-0.607810855084922	2.16215064355996	-0.248980329662023	0.335869838595436	-0.223162051087784	0.881861007367445	-0.25185898253324	0.979369352605484	-0.6578011354611	0.771266367235486	-1.48394958285935	-0.124466376306889	-0.64687212227146	0.770640494208329	-2.66910937258889	-1.08385970530337	-0.115568150233996	0.0548934687868964	-0.194173929259759	-0.622982176503704	-1.21917255780483	2.05115070942089	-0.698768500844687	-0.913161736662294	-0.949754398453887	0.0609481754314399	0.0413937352700477	2.05497640638101	-0.310883162082754	0.415218685085758	-0.690482902410539	1.44061339392077	-0.20176061005706	0.86079197667015	-1.38632905809011	-1.5198543758567	1.19413692557983	0.649166511421657	-0.342272047408636	-0.544136396071386	-0.648592594149555	-0.742780566816405	-0.293848006953346	-0.142762869558763	-1.53629231381055	0.172422766290661	1.70545384882765	-0.563105550080841	0.398550490432672	-1.18658255453302	-0.470096559299858	-0.696988992054841	-1.5332726878647	-1.91523290092704	-1.12317888477425	0.892889862338826	-1.88690804222372	-0.312835700529755	-0.0386017097112531	-0.398550490432672	-0.808102255107266	0.716086328699213	1.64494356097538	1.37547140177836	0.438648371199117
chr1	1232030	1232031	Q9BRK5	0.746461615360869	-1.90657400137699	-0.932378813028919	0.256180886359438	1.08051937725606	0.370015685538911	0.146051742589053	0.358587708954645	-0.0497718356883728	-0.552241673317769	0.800392225919635	-1.49808021978394	-0.000929930861030448	-0.229363332296809	-0.167705381742868	-0.472694587210081	0.514184529725182	0.142762869558763	0.844075277189636	-2.40577936695732	0.314789432363703	-1.86794587203949	-1.12317888477425	-1.23198188154161	-2.17188167357794	-0.341779074772909	0.534993395804983	-2.07457069755856	0.324086231052186	0.211260372589083	-2.09918712985826	-0.366035330041237	-2.00742774993863	0.123529268939208	0.0618798615479895	0.0209249682717805	-1.9329944924411	0.554951488267957	0.633176426352619	0.840760204644768	0.538752702460828	-1.38269171343854	-0.045582385534379	-0.0153444591226031	-1.37069741597558	0.101536648343887	0.933816003599294	0.0637433957479857	0.547374188771591	0.614536191878468	0.474775308355467	0.337838270952422	0.348688316323449	0.41775414802183	1.01686202922037	-1.94827612057552	0.124934970930977	0.832183921064259	1.06399550371855	0.0548934687868964	-1.73610662955448	0.780691037841052	-1.58500123119531	-2.35819709515037	0.364544193943983	1.04936853785664	-2.2765049593297	-1.92999170978539	0.386998676307709	1.18470451195669	0.0632774916973713	0.808102255107266	-0.506240519666112	0.159223412738439	0.15545735879759	0.172422766290661	0.199388545125908	-1.80757068323085	0.000929930861030448	-1.80995764420389	-0.119313615835378	0.0237154563701705	0.563105550080841	-0.138536581348332	0.760046383979546	0.0148794406595731	0.539828187698427	-2.20237745539739	0.559839461560711	-1.55005712492026	0.247541778050973	0.757566044241646	-1.8269623198905	0.252338960341675	0.637728348352976	-0.0628116013817819
chr1	1361776	1361777	Q9BRK3	-1.33812103776194	1.18658255453302	-0.949024698684034	0.873659267102832	1.34383409833655	-0.460252742640865	1.38390212782155	1.28112889688007	0.945383752718426	0.64974064259661	1.25822569026276	-0.572392339038096	-0.804883929411831	-0.611730606981674	0.830213463841526	0.471654994128623	-1.11016865116921	0.870938388907097	0.976369340739913	1.28536593079744	1.32012645093736	0.946838624853835	0.796555008831837	-0.536066709817817	1.18940749100257	0.850733418177791	1.28218599815219	-1.02390495278699	-0.941031092015825	-1.10416105646414	-0.989939537543681	1.23696275845223	-0.91952968423427	1.43668717616386	1.3948882962131	1.08469667888725	-0.803598931644469	1.10587344011851	-0.947566812967963	-1.08135332822482	1.16248620165874	-0.469058236915539	1.52281257922224	1.16890699348918	-0.463874174668953	-1.36950878899778	-1.0880521984606	-1.07636084591538	1.90087985112105	-1.22604488540457	-1.25925246199734	1.02705149698758	0.96223762324205	-0.938861434264024	-0.729975263344545	-0.897749269969401	-0.531241634736027	-1.0246906377496	-0.611730606981674	-0.628071142530636	-0.665324330690394	-0.752619287867511	1.229998064298	1.28218599815219	1.63779049376308	-0.719093841716628	1.53176810319838	-0.86822394319513	-1.29929827005681	-1.33698365393877	1.44324326061104	-1.47699402156873	1.27901897833668	1.25925246199734	-1.33698365393877	1.51690941320714	-1.09057690029302	-0.797832775665465	-0.980872668731661	-0.707102350865467	-1.43148642389568	-1.42247716511354	1.21721957944534	0.913867455829311	1.30363625513082	-0.930943545726676	-1.23297561083038	1.12317888477425	-0.677557486387032	-0.588902703269201	1.52876929345095	1.31458995980488	1.42890050427245	-0.914573630432256	-0.676388074547792	-0.901233293904138
chr1	1435522	1435523	Q6PCB0	-0.598886239951196	1.0365527325133	1.54237394610699	-0.694028037252322	1.63601525854888	0.167705381742868	-1.16523208786986	0.305519762283487	0.0917266423527592	-0.448395821282886	-0.026041003270973	0.566377656521728	-0.36106801961417	0.805526926896614	0.391010765431079	-0.64974064259661	-0.362557271942633	-0.254259454228878	1.46874055902603	1.13993653290843	1.1144844418079	1.10416105646414	-0.625241939769851	1.40854871887344	-0.188017990004189	-0.426904233614405	0.0190647347316991	-0.306494267896463	0.977868246561994	-0.176671692570707	1.50237827592721	0.349182467194953	0.489398707513855	-0.435067734272086	-0.223638765119023	-0.604458486883525	1.17537634049842	0.554409199812107	0.0861249459435989	0.267247732405627	0.511532944108216	0.269657858880921	1.44061339392077	2.22945398670403	1.98693077537457	-0.577878253901615	0.594996712180915	0.0507029406669781	1.33812103776194	1.11621658272787	0.65664702879449	1.00138887070138	-0.472174726881271	0.397040745553753	1.47010919181668	0.717890057405453	0.0502373827334722	2.28275480648331	0.0386017097112531	-0.838114784922735	0.413698688624572	1.38998483731583	1.40604545080945	-1.02626390833935	2.20766451319439	0.067937167108098	0.10995297354095	0.763153400401868	-0.353138756880224	0.640580018344556	-0.432003052025858	-0.807457921086717	0.190384803084651	-1.05179074384634	-0.594441800803296	-0.691073154706445	1.06809914173176	1.27167872230077	0.575133132868902	2.01445143192348	-1.14171917908401	0.287058025550883	0.953410510079997	0.796555008831837	-0.631472837325595	-0.81521222041215	0.0148794406595731	-3.08428245194685	-0.612291338177681	0.156869367785559	-0.425376755833986	-1.17630455540051	-0.183760369926791	0.410661556616417	-0.340300654550296	0.308931808130869
chr1	1471764	1471765	Q5T9A4	0.11884534216729	0.310395212894949	-0.287542581865467	0.662426359270878	0.646299057135209	0.184706217175698	0.0805259507673803	-0.29287718708574	0.294819103849214	0.119781915668047	0.142293157417329	-0.0879918691378847	0.174782891672162	-0.179506078345112	0.295790478847787	0.93741744784814	0.624111659756068	0.00232482891171804	0.801032907916616	0.806170257595725	-1.44192708068432	0.5392903671071	-0.598886239951196	0.43609020233221	-0.388001112206604	0.585036067866464	-0.267247732405627	-2.0949954520283	0.948295503883931	-2.14328125301526	-2.16699050905319	1.26028056303093	0.102938853747344	0.304058547372429	0.366035330041237	0.72573339380947	0.146521709752779	0.780691037841052	-0.164405437980615	0.167705381742868	0.313812416716276	0.367527280458173	0.658956118959958	0.0302273510820012	-0.550076738250719	0.676972664745355	0.56038339415411	-0.105276313979059	0.10995297354095	-0.112760117467842	0.0488407738577928	0.780060573799999	-0.0749294788609747	0.256180886359438	-1.81476274180184	1.18096090948486	0.591116165028962	-0.0865916483468824	0.339315454330857	-1.71549304621647	1.30690591483854	0.352149168564213	0.114632039150667	0.259545674366901	0.653765579493449	-1.7596680452835	0.616221866198456	-1.94518329591392	0.545215024937563	0.585036067866464	0.254739723988444	0.732405094207249	-0.0884586476060269	-0.11697250702944	-0.297248065143427	0.83877558945906	0.653765579493449	0.611730606981674	-0.0427898677036972	1.27586473539438	0.660690244564003	-2.66910937258889	0.110888590823668	0.161578340364337	0.395029158515828	-2.12071890456634	0.521628320176206	0.750768998521878	-1.70346650384259	-1.56728996432913	1.21819548783143	-0.193226388449016	-1.85480162828681	0.817158460269917	-0.0516340896049111	0.317233288958619
chr1	1512161	1512162	Q9NVI7	-2.7034057614508	-0.529636026450152	0.846068780083581	-0.310883162082754	-0.0106944072108549	-0.338330583347628	0.209358921709339	0.780060573799999	-0.645153563023036	-1.35074819414511	-0.859445815324419	-1.23397055917407	-1.20271787871055	-0.0987328335581301	1.12405300620591	1.60659517507348	1.62896537662478	-0.122123810998782	2.40577936695732	-0.329481367114687	0.160636262515174	1.77969915594542	-0.363053867966056	1.58012160433803	0.586692123034802	0.68341851698729	-0.446853938861913	-2.62290983736107	1.02705149698758	-0.213162587591619	0.503599624585721	1.65400494908345	-0.854746461921472	0.479464473771318	0.00604458653384069	0.730582316573104	0.420292299372793	0.790821067864951	-1.29498459846521	-0.345231635475494	0.0413937352700477	0.990698785898609	-0.847399651934483	-0.661268727971454	0.679313343815726	-0.679899095076717	-0.0628116013817819	-0.719093841716628	-1.01141887789768	-2.17682535580692	-0.904028409000559	2.47913625910341	-0.132905363827681	-0.709492473625286	-0.118377094558187	1.35772747210794	0.266765893786055	-1.9329944924411	1.997074389374	-0.84540390584898	-0.269175708708582	0.605016742368082	2.37346710737798	1.24600649486101	0.258584008144584	0.124466376306889	0.701144627517889	-1.17537634049842	0.747690880207604	0.313324021260122	1.74669626305629	0.453027889719055	0.291906643173914	0.149342196178676	-0.30844415368151	-0.370513641123307	1.05990970543489	0.178088706617965	0.556036555180134	0.275931563254197	-0.429962184147991	-0.0204599033497205	0.928078748617196	-0.133374468555309	-0.904728291889694	-1.65218179822018	-0.752002238727067	0.37150982811791	-0.0302273510820011	0.312835700529755	-0.244666207758162	0.981625158674785	1.04053931529806	-1.77518596687652	-0.28415209823004	0.036740527843738
chr1	1574862	1574863	Q9NP77	0.662426359270878	0.588902703269201	0.41927671481178	1.48255272611081	1.39120756782221	0.259064811307786	-0.432003052025858	-0.316255519767811	-1.59487530731679	0.928078748617196	0.512062972990291	-1.19984774112447	0.736667739841267	0.138067147858178	1.18283063861436	0.71849181941552	0.507826751927428	-1.54237394610699	0.569109050292045	0.606692641729571	-1.10330607755364	0.0134844041733396	0.511003058892464	-1.00986918699207	-1.82943514766813	-0.477900252036476	0.766267801495849	0.0879918691378845	0.28318398997784	0.941755296284177	0.877752756576375	0.962976601976198	0.778171038919664	-0.383993695800959	0.430982393699031	-0.386497604215873	-1.5965361844773	-1.45520304270138	0.983885970995827	0.495172195749557	0.904728291889693	0.714284926731844	-0.654917506590414	0.332428205799566	-1.08973456118963	1.79578769860987	0.415725563655574	0.26146972808687	0.00883445682322908	-0.231750778002112	1.28749312781896	1.11882109135512	0.252818996290676	-0.364544193943983	-1.44324326061104	0.354128691140717	-1.06317692404809	-0.266765893786055	-1.25107513230381	0.290451342382015	0.990698785898609	0.0642093136355729	-0.01115940033716	-0.355118972558437	0.154986758142445	0.206033198844332	0.586139926071074	1.46465108060235	-0.282216147062508	0.442747428669639	-0.0861249459435989	0.481029869536149	-0.223162051087784	-1.83692153107693	1.4327829811247	0.346218835917936	0.144642034201813	-1.48534934112024	0.558752092868002	0.591669982860084	0.21744540406725	0.347700269820022	0.622417732862244	1.2633728874017	1.47976765839095	0.45508970507237	0.702929323263592	0.352149168564213	0.0800594841840613	-1.25413180640431	0.44531311806134	-0.100134642551434	-1.53932601323095	0.554951488267957	-1.3766698082551	-0.330463327539633
chr1	1724356	1724357	Q9UQ88	1.01219463493218	-1.65583361429647	-1.78424888939948	2.01092719058607	-1.39611941468407	1.76626654921717	-2.35819709515037	-2.23507043614374	-0.189911355565369	-0.150282621282555	-1.53932601323095	0.77502797181404	-0.86079197667015	-1.74031908319242	0.0302273510820012	-0.142293157417329	1.75748547473723	0.526428896132926	1.25413180640431	0.28463625218657	-0.0921935779102645	1.3179070057916	0.787012846233763	-0.671719639187602	-1.4023069869795	0.322616472621576	0.53552997569488	1.24096966808372	0.705312406706521	-0.611730606981674	-0.518966525811276	0.428942421917334	0.808102255107266	0.519498590006049	-0.154516191808937	1.22604488540457	0.554951488267957	0.672885372309105	-0.662426359270878	0.469577334825494	-0.287542581865467	0.331445606716127	-0.396537698471829	-0.117908872902514	-0.794640793114897	-0.11697250702944	-0.397040745553753	0.481029869536149	0.509943718554033	0.789550388633864	-0.240835254316483	0.992218998487799	0.636589132155848	0.44120941391081	0.594441800803296	-0.48835073841515	-2.13868103083787	-0.354623788379024	0.921660633782454	-0.301138060628253	0.0805259507673803	-0.398047141366488	-1.28324453416512	0.709492473625286	0.00836947425294221	-0.299678781427295	-0.107146695784127	-0.756327620867384	-0.422324770954346	-0.0399976835158551	-0.0237154563701705	0.145581807681437	1.16523208786986	1.86264951273918	0.584484406058699	0.652039313312959	0.157340106820237	-0.349676703346328	-0.685769507186824	0.341286185183035	-0.274482830072483	-0.154045659687877	-1.0880521984606	-0.448910018892394	-0.06234572469929	-0.402580933013076	-0.0926605335694926	1.39611941468407	1.01141887789768	0.972631638006229	-2.00395272110571	-0.778171038919664	1.68203694091086	1.08302349030209	0.0218551117940077	0.184233272948735
